itemid,name,quality,tips1,tips2,icon,flash,model,dropModel,droptime,dropMinLev,dropMaxLev,itemtype,level,cslevel,cls,buffertype,bufferparam,uselv,interval,timeout,sell,price,dropvalue,onlyone,isdelete,bind,overlying,durable,career,sex,critRate,critical,holyAtt,pkatt,pkdef,phyAtt,phyAttMax,magicAtt,magicAttMax,taoAtt,taoAttMax,phyDef,phyDefMax,magicDef,magicDefMax,accurate,attackSpeed,dodge,hp,mp,neili,nelirec,hpper,heathRecover,magicRecover,poisonRecover,usecd,xlvalue,reinlv,effect,luck,efftype,bstype,cast,nbvalue,shenqi,autonopen,suitid,ispl,pureatk,puredef,diaoluo,flag,task,link,light,suitlevel,skilladd,fly,uniondonate,pubcd,pinfen,leixing,shuangji,boxid,groundname,log,timelimit,expadd,buffid,qhmax,zlmax,bagorder,showspecialbg,notice,xinfa,kangxing,kangxingshow,xllv,back
240702125,声望卷轴（低）,2,打开后可直接获得<p><font color='#53b436'>40000</font>声望<br>累积声望可在<p><font color='#53b436'>【官位】</font>面板<p><font color='#53b436'>提高官位等级</font>,BOSS掉落、商城购买,240702125,0,0,240702125,120000,0,0,2,0,0,7,0,0,1,0,,0,100,0,0,1,1,99,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,1,,1,,,0,0,,,,,,5,,,,材料,1,,1,1,,,,,,100000334,,,,,,,
240702126,声望卷轴（中）,2,打开后可直接获得<p><font color='#53b436'>60000</font>声望<br>累积声望可在<p><font color='#53b436'>【官位】</font>面板<p><font color='#53b436'>提高官位等级</font>,BOSS掉落、商城购买,240702126,0,0,240702126,120000,0,0,2,0,0,7,0,0,1,0,,0,100,0,0,1,1,99,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,1,,1,,,0,0,,,,,,5,,,,材料,1,,1,1,,,,,,100000335,,,,,,,
240702127,声望卷轴（高）,3,打开后可直接获得<p><font color='#53b436'>80000</font>声望<br>累积声望可在<p><font color='#53b436'>【官位】</font>面板<p><font color='#53b436'>提高官位等级</font>,BOSS掉落、商城购买,240702127,0,0,240702127,120000,0,0,2,0,0,7,0,0,1,0,,0,100,0,0,1,1,99,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,1,,1,,,0,0,,,,,,5,,,,材料,1,,1,1,,,,,,100000336,,,,,,,
240702128,声望卷轴（超）,5,打开后可直接获得<p><font color='#53b436'>2000000</font>声望<br>每日限购<p><font color='#53b436'>10</font>次<br>可在<p><font color='#53b436'>【官位】</font>面板<p><font color='#53b436'>提高官位等级</font>,BOSS掉落、商城购买,240702128,0,0,240702128,120000,0,0,2,0,0,7,0,0,1,0,,0,100,0,0,1,1,99,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,1,,1,,,0,0,,,,,,5,,,,材料,1,,1,1,,,,,,100000337,,,,,,,
240702296,声望卷轴,5,打开后可直接获得<p><font color='#53b436'>2000000</font>声望<br>累积声望可在<p><font color='#53b436'>【官位】</font>面板<p><font color='#53b436'>提高官位等级</font>,BOSS掉落、商城购买,240702128,0,0,240702128,120000,0,0,2,0,0,7,0,0,1,0,,0,100,0,0,1,1,99,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,1,,1,,,0,0,,,,,,5,,,,材料,1,,1,1,,,,,,100000338,,,,,,,
240702345,金条（微）,2,打开后可以获得<p><font color='#53b436'>10000</font>绑定金币。,活动奖励、商城购买,240702129,0,0,240702129,120000,0,0,2,1,0,7,0,0,1,0,0,1,1000000,0,0,1,1,99,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,1,,,0,0,,,,,,4,,,,金币,1,,1,1,,,,,,100000339,,,,,,,
240702129,金条（小）,2,打开后可以获得<p><font color='#53b436'>50000</font>绑定金币。,活动奖励、商城购买,240702129,0,0,240702129,120000,0,0,2,1,0,7,0,0,1,0,0,1,1000000,0,0,1,1,99,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,1,,,0,0,,,,,,4,,,,金币,1,,1,1,,,,,,100000340,,,,,,,
240702130,金条（中）,3,打开后可以获得<p><font color='#53b436'>100000</font>绑定金币。,活动奖励、商城购买,240702129,0,0,240702129,120000,0,0,2,1,0,7,0,0,1,0,0,1,1000000,0,0,1,1,99,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,1,,,0,0,,,,,,4,,,,金币,1,,1,1,,,,,,100000341,,,,,,,
240702131,金条（大）,3,打开后可以获得<p><font color='#53b436'>150000</font>绑定金币。,活动奖励、商城购买,240702129,0,0,240702129,120000,0,0,2,1,0,7,0,0,1,0,0,1,1000000,0,0,1,1,99,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,1,,,0,0,,,,,,4,,,,金币,1,,1,1,,,,,,100000342,,,,,,,
240702132,金条（超）,3,打开后可以获得<p><font color='#53b436'>200000</font>绑定金币。,活动奖励、商城购买,240702129,0,0,240702129,120000,0,0,2,1,0,7,0,0,1,0,0,1,1000000,0,0,1,1,99,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,1,,,0,0,,,,,,4,,,,金币,1,,1,1,,,,,,100000343,,,,,,,
240702133,金砖（小）,4,打开后可以获得<p><font color='#53b436'>300000</font>绑定金币。,活动奖励、商城购买,240702133,0,0,240702133,120000,0,0,2,1,0,7,0,0,1,0,0,1,1000000,0,0,1,1,99,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,1,,,0,0,,,,,,4,,,,金币,1,,1,1,,,,,,100000344,,,,,,,
240702134,金砖（中）,4,打开后可以获得<p><font color='#53b436'>500000</font>绑定金币。,活动奖励、商城购买,240702133,0,0,240702133,120000,0,0,2,1,0,7,0,0,1,0,0,1,1000000,0,0,1,1,99,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,1,,,0,0,,,,,,4,,,,金币,1,,1,1,,,,,,100000345,,,,,,,
240702141,金砖（大）,5,打开后可以获得<p><font color='#53b436'>1000000</font>绑定金币。,活动奖励、商城购买,240702133,0,0,240702133,120000,0,0,2,1,0,7,0,0,1,0,0,1,1000000,0,0,1,1,99,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,1,,,0,0,,,,,,4,,,,金币,1,,1,1,,,,,,100000346,,,,,,,
240702135,一级灵石袋,1,打开后可获得随机<p><font color='#53b436'>1级灵石*1</font>,活动奖励,170,0,0,170,120000,0,0,2,0,0,7,0,0,1,0,,0,100,0,0,1,1,99,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,1,,0,,,0,0,,,,,,,,,,灵石袋,0,,1,,,,,,,100000209,,,,,,,
240702136,二级灵石袋,1,打开后可获得随机<p><font color='#53b436'>2级灵石*1</font>,活动奖励,171,0,0,171,120000,0,0,2,0,0,7,0,0,1,0,,0,100,0,0,1,1,99,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,1,,0,,,0,0,,,,,,,,,,灵石袋,0,,1,,,,,,,100000208,,,,,,,
240702137,三级灵石袋,1,打开后可获得随机<p><font color='#53b436'>3级灵石*1</font>,活动奖励,172,0,0,172,120000,0,0,2,0,0,7,0,0,1,0,,0,100,0,0,1,1,99,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,1,,0,,,0,0,,,,,,,,,,灵石袋,0,,1,1,,,,,,100000207,,,,,,,
240702138,四级灵石袋,2,打开后可获得随机<p><font color='#53b436'>4级灵石*1</font>,活动奖励,173,0,0,173,120000,0,0,2,0,0,7,0,0,1,0,,0,100,0,0,1,1,99,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,1,,0,,,0,0,,,,,,,,,,灵石袋,0,,1,1,,,,,,100000206,,,,,,,
240702139,五级灵石袋,2,打开后可获得随机<p><font color='#53b436'>5级灵石*1</font>,活动奖励,174,0,0,174,120000,0,0,2,0,0,7,0,0,1,0,,0,100,0,0,1,1,99,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,1,,0,,,0,0,,,,,,,,,,灵石袋,0,,1,1,,,,,,100000205,,,,,,,
240702140,四级攻击灵石袋,2,打开后可获得<p><font color='#53b436'>4级攻击灵石*1</font>,活动奖励,175,0,0,175,120000,0,0,2,0,0,7,0,0,1,0,,0,100,0,0,1,1,99,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,1,,0,,,0,0,,,,,,,,,,灵石袋,0,,1,1,,,,,,100000204,,,,,,,
240202030,无效道具,1,,,202108,0,0,202108,120000,0,0,2,1,0,2,0,0,1,0,0,1,5000,0,0,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,材料,0,,1,,,,,,,999999999,,,,,,,
240202031,无效道具,1,,,202108,0,0,202108,120000,0,0,2,1,0,2,0,0,1,0,0,1,5000,0,0,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,材料,0,,1,,,,,,,999999999,,,,,,,
240202032,无效道具,1,,,202108,0,0,202108,120000,0,0,2,1,0,2,0,0,1,0,0,1,5000,0,0,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,材料,0,,1,,,,,,,999999999,,,,,,,
240202033,无效道具,1,,,202108,0,0,202108,120000,0,0,2,1,0,2,0,0,1,0,0,1,5000,0,0,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,材料,0,,1,,,,,,,999999999,,,,,,,
240702142,无效宝箱,1,,,207285,0,0,207285,120000,0,0,2,1,0,7,0,0,1,0,0,1,1000000,0,0,1,1,99,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,1,,,0,0,,,,,,,,,,材料,1,,1,,,,,,,999999999,,,,,,,
240702143,无效宝箱,1,,,207285,0,0,207285,120000,0,0,2,1,0,7,0,0,1,0,0,1,1000000,0,0,1,1,99,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,1,,,0,0,,,,,,,,,,材料,1,,1,,,,,,,999999999,,,,,,,
240702144,无效宝箱,1,,,207285,0,0,207285,120000,0,0,2,1,0,7,0,0,1,0,0,1,1000000,0,0,1,1,99,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,1,,,0,0,,,,,,,,,,材料,1,,1,,,,,,,999999999,,,,,,,
240702145,无效宝箱,1,,,207285,0,0,207285,120000,0,0,2,1,0,7,0,0,1,0,0,1,1000000,0,0,1,1,99,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,1,,,0,0,,,,,,,,,,材料,1,,1,,,,,,,999999999,,,,,,,
240702146,无效宝箱,1,,,207285,0,0,207285,120000,0,0,2,1,0,7,0,0,1,0,0,1,1000000,0,0,1,1,99,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,1,,,0,0,,,,,,,,,,材料,1,,1,,,,,,,999999999,,,,,,,
240702147,无效宝箱,1,,,207285,0,0,207285,120000,0,0,2,1,0,7,0,0,1,0,0,1,1000000,0,0,1,1,99,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,1,,,0,0,,,,,,,,,,材料,1,,1,,,,,,,999999999,,,,,,,
240702148,无效宝箱,1,,,207285,0,0,207285,120000,0,0,2,1,0,7,0,0,1,0,0,1,1000000,0,0,1,1,99,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,1,,,0,0,,,,,,,,,,材料,1,,1,,,,,,,999999999,,,,,,,
240702149,无效宝箱,1,,,207285,0,0,207285,120000,0,0,2,1,0,7,0,0,1,0,0,1,1000000,0,0,1,1,99,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,1,,,0,0,,,,,,,,,,材料,1,,1,,,,,,,999999999,,,,,,,
240702150,无效宝箱,1,,,207285,0,0,207285,120000,0,0,2,1,0,7,0,0,1,0,0,1,1000000,0,0,1,1,99,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,1,,,0,0,,,,,,,,,,材料,1,,1,,,,,,,999999999,,,,,,,
240702151,无效宝箱,1,,,207285,0,0,207285,120000,0,0,2,1,0,7,0,0,1,0,0,1,1000000,0,0,1,1,99,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,1,,,0,0,,,,,,,,,,材料,1,,1,,,,,,,999999999,,,,,,,
240702152,无效宝箱,1,,,207285,0,0,207285,120000,0,0,2,1,0,7,0,0,1,0,0,1,1000000,0,0,1,1,99,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,1,,,0,0,,,,,,,,,,材料,1,,1,,,,,,,999999999,,,,,,,
240702153,压测宝箱,1,,,151,0,0,151,120000,0,0,2,1,0,7,0,0,1,0,0,1,1000000,0,0,1,1,99,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,1,,,0,0,,,,,,,,,,材料,1,,1,,,,,,,999999999,,,,,,,
241102012,7星随机鉴定石,1,使用后会生产随机7星鉴定属性替换掉目标装备中星级最低的一条鉴定属性,活动奖励,241102002,0,0,241102002,120000,0,0,2,4,0,11,26,7#0,1,0,,1,100,0,0,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,,,,,0,,,0,0,,qianghua#1,,,,,,,,材料,0,,1,,,,,,,999999999,,,,,,,
240102149,三倍经验,3,使用后，打怪获得经验3倍，持续<p><font color='#53b436'>1小时</font><br><p><font color='#4ba0de'>相同道具使用时间叠加</font>,活动奖励,240102143,0,0,240102143,60000,0,0,2,1,0,1,9,3600#2,70,1,,1,1,0,0,1,1,9,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,0,,,,,0,,,0,0,,,,,,,,3,,药品,0,,1,1,,,16,,,999999999,,,,,,,
240102150,三倍经验,3,使用后，打怪获得经验3倍，持续<p><font color='#53b436'>4小时</font><br><p><font color='#4ba0de'>相同道具使用时间叠加</font>,活动奖励,240102143,0,0,240102143,60000,0,0,2,1,0,1,9,14400#2,70,1,,1,1,0,0,1,1,9,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,0,,,,,0,,,0,6,,,,,,,,3,,药品,0,,1,1,,,16,,,999999999,,,,,,,
240102151,三倍经验,3,使用后，打怪获得经验3倍，持续<p><font color='#53b436'>8小时</font><br><p><font color='#4ba0de'>相同道具使用时间叠加</font>,活动奖励,240102143,0,0,240102143,60000,0,0,2,1,0,1,9,28800#2,70,1,,1,1,0,0,1,1,9,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,0,,,,,0,,,0,0,,,,,,,,3,,药品,0,,1,1,,,16,,,999999999,,,,,,,
241102013,首充成长礼包,3,打开可获得：<br>玛雅卷轴<br>转生神殿卷<br>金条（小）,首充获得,159,0,0,159,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,1,,,,,,999999999,,,,,,,
241102014,签到2天礼包,3,签到2天礼包,签到,155,0,0,155,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
241102015,签到2天礼包-VIP,3,签到2天礼包-VIP,签到,155,0,0,155,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
241102016,签到5天礼包,3,签到5天礼包,签到,156,0,0,156,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
241102017,签到5天礼包-VIP,3,签到5天礼包-VIP,签到,156,0,0,156,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
241102018,签到10天礼包,3,签到10天礼包,签到,157,0,0,157,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
241102019,签到10天礼包-VIP,3,签到10天礼包-VIP,签到,157,0,0,157,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
241102020,签到17天礼包,3,签到17天礼包,签到,158,0,0,158,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
241102021,签到17天礼包-VIP,3,签到17天礼包-VIP,签到,158,0,0,158,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
241102022,签到26天礼包,3,签到26天礼包,签到,159,0,0,159,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
241102023,签到26天礼包-VIP,3,签到26天礼包-VIP,签到,159,0,0,159,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
241102024,在线礼包1,3,在线时间奖励,在线奖励,176,0,0,176,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
241102025,在线礼包2,3,在线时间奖励,在线奖励,177,0,0,177,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
241102026,在线礼包3,3,在线时间奖励,在线奖励,178,0,0,178,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
241102027,在线礼包4,3,在线时间奖励,在线奖励,179,0,0,179,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
241102028,微端礼包,3,微端礼包,微端登陆礼包,150,0,0,150,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
241102029,活跃度礼包1档,3,活跃度礼包1档,活跃度奖励,160,0,0,160,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
241102030,活跃度礼包2档,3,活跃度礼包2档,活跃度奖励,161,0,0,161,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
241102031,活跃度礼包3档,3,活跃度礼包3档,活跃度奖励,162,0,0,162,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
241102032,活跃度礼包4档,3,活跃度礼包4档,活跃度奖励,163,0,0,163,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
241102033,首充礼包,3,只要您充值任意金额，即可获得价值16888元宝大礼包,首充礼包,159,0,0,159,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,1,,,,,,999999999,,,,,,,
241102046,VIP礼包,3,VIP大礼包,VIP赠送,170,0,0,170,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,1,,,,,,999999999,,,,,,,
241102047,VIP礼包,3,VIP大礼包,VIP赠送,171,0,0,171,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,1,,,,,,999999999,,,,,,,
241102048,VIP礼包,3,VIP大礼包,VIP赠送,172,0,0,172,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,1,,,,,,999999999,,,,,,,
241102049,VIP礼包,3,VIP大礼包,VIP赠送,173,0,0,173,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,1,,,,,,999999999,,,,,,,
241102050,VIP礼包,3,VIP大礼包,VIP赠送,174,0,0,174,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,1,,,,,,999999999,,,,,,,
241102051,VIP礼包,3,VIP大礼包,VIP赠送,175,0,0,175,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,1,,,,,,999999999,,,,,,,
241102052,VIP礼包,3,VIP大礼包,VIP赠送,176,0,0,176,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,1,,,,,,999999999,,,,,,,
241102053,VIP礼包,3,VIP大礼包,VIP赠送,177,0,0,177,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,1,,,,,,999999999,,,,,,,
241102054,VIP礼包,3,VIP大礼包,VIP赠送,178,0,0,178,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,1,,,,,,999999999,,,,,,,
241102055,VIP礼包,3,VIP大礼包,VIP赠送,179,0,0,179,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,1,,,,,,999999999,,,,,,,
241102056,VIP礼包,3,VIP大礼包,VIP赠送,179,0,0,179,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,1,,,,,,999999999,,,,,,,
241102057,会员宝箱,3,打开可随机获得商城道具：<p><font color='#4ba0de'>双倍经验*1、100万经验*1、羽毛*5、护盾结晶（小）*2、玛雅卷轴*1</font>中的其中一种,行会福利,167,0,0,167,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
241102058,副会长宝箱,4,打开可随机获得商城道具：<p><font color='#cf26a5'>四级攻击灵石袋*1、6级神圣石*1</font>、200万经验*1、羽毛*10、护盾结晶（小）*3、还魂丹*3、转生神殿卷*1中的其中一种,行会福利,168,0,0,168,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
241102059,会长宝箱,5,打开可随机获得商城道具：<p><font color='#ef7716'>宝石结晶（小）*80、6级神圣石*1</font>、200万经验*2、羽毛*20、护盾结晶（小）*10、高级修为*1、还魂丹*5中的其中一种,行会福利,169,0,0,169,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
